Gruppe,ValgstedId,KredsNr,StorKredsNr,LandsdelsNr,Husstande efter bilrådighed_1. Husstande uden bil,Husstande efter bilrådighed_2. Husstande med 1 bil,Husstande efter bilrådighed_3. Husstande med 2 eller flere biler
,530004,55,7,2,74,100,285
,530005,55,7,2,42,86,286
,530006,55,7,2,1095,1081,3018
,530007,55,7,2,115,223,585
,540001,49,7,2,748,629,1492
,540002,49,7,2,281,262,752
,540003,49,7,2,306,361,995
,540004,49,7,2,152,203,734
,540005,49,7,2,401,381,1057
,540006,49,7,2,214,278,988
,540007,49,7,2,139,256,741
,540008,49,7,2,32,48,176
,540009,49,7,2,1213,956,2342
,540010,49,7,2,1599,840,1881
,540011,49,7,2,1825,1059,1556
,540012,49,7,2,465,482,1766
,540013,49,7,2,160,230,988
,540014,49,7,2,88,134,539
,540015,49,7,2,318,357,1362
,540016,49,7,2,786,860,2235
,540017,49,7,2,36,75,285
,550001,51,7,2,147,175,542
,550002,51,7,2,38,86,212
,550003,51,7,2,21,45,172
,550004,51,7,2,184,215,458
,550007,51,7,2,32,63,165
,550008,51,7,2,49,107,335
,550012,51,7,2,374,398,876
,550014,51,7,2,89,92,389
,550015,51,7,2,76,67,214
,550016,51,7,2,26,72,281
,550017,51,7,2,146,197,602
,550018,51,7,2,35,81,231
,550019,51,7,2,22,54,159
,550021,51,7,2,47,70,192
,550023,51,7,2,373,401,1121
,550024,51,7,2,55,103,307
,550025,51,7,2,1317,985,2013
,550027,51,7,2,38,102,322
,550029,51,7,2,63,97,287
,550051,51,7,2,39,87,171
,550061,51,7,2,424,427,975
,550071,51,7,2,30,45,190
,561002,52,7,2,3682,1891,2371
,561003,52,7,2,1001,402,417
,561004,52,7,2,816,590,1015
,561005,52,7,2,1277,654,1547
,561006,52,7,2,1254,622,1530
,561007,52,7,2,908,386,1238
,561008,53,7,2,60,148,671
,561011,52,7,2,514,377,1108
,561012,53,7,2,157,168,1038
,561015,52,7,2,608,491,2084
,561016,53,7,2,426,618,2329
,561017,53,7,2,28,77,489
,561020,53,7,2,180,231,1031
,561021,52,7,2,857,303,850
,561022,52,7,2,350,290,877
,561023,52,7,2,398,400,1037
,561024,53,7,2,201,252,1209
,561025,53,7,2,847,857,3004
,561028,53,7,2,1428,1166,2964
,561032,53,7,2,85,174,600
,561033,53,7,2,144,235,803
,561035,53,7,2,0,0,0
,561038,53,7,2,84,149,472
,561040,53,7,2,249,302,1044
,563001,52,7,2,533,259,752
,563002,52,7,2,58,54,90
,573001,54,7,2,1803,1556,3756
,573004,54,7,2,48,80,341
,573005,54,7,2,46,79,226
,573006,54,7,2,29,57,263
,573007,54,7,2,39,107,487
,573008,54,7,2,46,82,352
,573009,54,7,2,42,89,413
,573010,54,7,2,77,107,391
,573013,54,7,2,221,278,618
,573014,54,7,2,35,81,248
,573015,54,7,2,95,151,472
,573018,54,7,2,264,360,1079
,573019,54,7,2,38,61,180
,573022,54,7,2,45,98,367
,573023,54,7,2,118,156,467
,573024,54,7,2,31,64,193
,573026,54,7,2,43,113,450
,573027,54,7,2,80,86,304
,573028,54,7,2,72,129,398
,573030,54,7,2,492,544,1656
,573031,54,7,2,155,166,580
,573032,54,7,2,144,166,509
,573033,54,7,2,40,76,247
,575001,55,7,2,513,496,1547
,575002,55,7,2,45,76,238
,575003,55,7,2,344,351,1019
,575004,55,7,2,49,83,349
,575005,55,7,2,73,102,362
,575006,55,7,2,25,58,176
,575007,55,7,2,352,396,922
,575008,55,7,2,44,86,277
,575009,55,7,2,154,220,754
,575010,55,7,2,31,54,215
,575011,55,7,2,130,169,501
,575012,55,7,2,21,49,139
,575013,55,7,2,25,68,231
,575014,55,7,2,1135,1008,2414
,575015,55,7,2,15,42,216
,575016,55,7,2,141,202,982
,575017,55,7,2,47,109,461
,575018,55,7,2,75,109,449
,575019,55,7,2,130,179,618
,580001,50,7,2,39,66,261
,580002,50,7,2,44,85,269
,580003,50,7,2,637,646,1904
,580004,50,7,2,207,341,1358
,580005,50,7,2,71,148,589
,580006,50,7,2,49,96,261
,580007,50,7,2,110,189,668
,580008,50,7,2,106,179,736
,580009,50,7,2,118,201,653
,580010,50,7,2,85,123,360
,580011,50,7,2,203,289,720
,580012,50,7,2,410,397,907
,580013,50,7,2,122,201,667
,580014,50,7,2,296,446,1266
,580015,50,7,2,573,649,1382
,580016,50,7,2,1707,1295,2202
,580017,50,7,2,495,469,1084
,580018,50,7,2,412,296,822
,607001,58,7,2,2288,1463,3455
,607002,58,7,2,42,104,472
,607003,58,7,2,458,728,2945
,607004,58,7,2,34,70,240
,607005,58,7,2,217,422,1666
,607006,58,7,2,1730,1031,2644
,607007,58,7,2,52,135,613
,607008,58,7,2,1835,977,1156
,615001,71,8,3,1662,842,1283
,615002,71,8,3,1541,737,1376
,615003,71,8,3,2933,1278,1881
,615004,71,8,3,0,0,0
,615005,71,8,3,1097,701,1312
,615006,71,8,3,440,668,2978
,615007,71,8,3,238,359,1771
,615008,71,8,3,91,161,1066
,615009,71,8,3,148,189,979
,615010,71,8,3,170,193,1027
,615011,71,8,3,250,437,2014
,615012,71,8,3,101,203,1250
,615013,71,8,3,526,502,1250
,615014,71,8,3,50,126,546
,615015,71,8,3,32,100,345
,615016,71,8,3,183,305,1029
,615017,71,8,3,195,211,842
,615018,71,8,3,213,292,1017
,615019,71,8,3,89,167,507
,615020,71,8,3,11,40,227
,615021,71,8,3,901,198,431
,615022,71,8,3,21,59,150
,621001,59,7,2,1838,946,1486
,621002,59,7,2,1190,552,1084
,621003,59,7,2,921,539,1465
,621004,59,7,2,409,713,2574
,621005,59,7,2,305,399,1584
,621006,59,7,2,175,324,1515
,621007,59,7,2,325,413,1724
,621008,60,7,2,1943,930,1140
,621009,60,7,2,1390,964,2122
,621010,60,7,2,365,430,1801
,621011,60,7,2,170,278,1480
,621012,60,7,2,191,350,1354
,621013,60,7,2,191,204,929
,621014,60,7,2,611,630,2060
,621015,60,7,2,470,617,2024
,630001,57,7,2,404,214,907
,630002,57,7,2,461,505,1854
,630003,57,7,2,59,155,663
,630004,57,7,2,96,150,696
,630005,57,7,2,82,149,579
,630006,57,7,2,328,308,1023
,630007,57,7,2,28,66,300
,630008,57,7,2,95,120,611
,630009,57,7,2,3961,2007,3010
,630010,57,7,2,51,84,384
,630011,57,7,2,362,347,1390
,630012,57,7,2,266,273,1060
,630013,57,7,2,462,340,801
,630014,57,7,2,466,299,732
,630015,57,7,2,1261,742,871
,630016,56,7,2,58,114,781
,630017,56,7,2,600,628,1616
,630018,56,7,2,164,179,665
,630019,56,7,2,100,104,380
,630020,56,7,2,93,93,333
,630021,56,7,2,29,85,319
,630022,56,7,2,16,25,161
,630023,56,7,2,89,134,461
,630024,56,7,2,364,394,1171
,630025,56,7,2,55,124,534
,630026,56,7,2,48,108,463
,630027,56,7,2,123,160,644
,630028,56,7,2,55,126,492
,630029,56,7,2,72,142,457
,630030,56,7,2,728,473,1894
,630031,56,7,2,56,96,637
,630032,56,7,2,502,647,2620
,630033,56,7,2,317,290,662
,630034,56,7,2,232,361,1279
,657001,80,9,3,5022,3171,5849
,657002,80,9,3,97,135,384
,657005,80,9,3,250,313,949
,657006,80,9,3,44,95,285
,657007,80,9,3,255,373,1904
,657008,80,9,3,188,242,653
,657009,80,9,3,39,101,289
,657011,80,9,3,15,54,241
,657013,81,9,3,327,340,1146
,657014,81,9,3,32,75,235
,657015,81,9,3,251,134,461
,657016,81,9,3,81,116,316
,657017,81,9,3,828,710,2380
,657018,81,9,3,26,52,219
,657019,81,9,3,35,67,294
,657020,81,9,3,23,47,137
,657021,81,9,3,20,77,267
,657022,81,9,3,34,79,293
,657023,81,9,3,272,369,1530
,657024,81,9,3,275,421,1395
,657025,81,9,3,63,83,366
,657026,81,9,3,446,464,1730
,657027,81,9,3,364,402,1230
,657028,81,9,3,24,37,150
,657029,81,9,3,73,110,500
,657030,81,9,3,71,96,342
,661001,82,9,3,2805,2030,4411
,661002,82,9,3,145,255,1613
,661003,82,9,3,105,158,659
,661004,82,9,3,188,236,1360
,661005,82,9,3,1692,1298,3559
,661006,82,9,3,490,492,1613
,661007,82,9,3,116,197,565
,661008,82,9,3,312,320,892
,661009,82,9,3,189,215,531
,661010,82,9,3,88,135,323
,665001,73,9,3,905,797,1781
,665002,73,9,3,176,227,719
,665003,73,9,3,97,203,634
,665004,73,9,3,115,193,578
,665005,73,9,3,110,138,376
,665006,73,9,3,85,123,407
,665007,73,9,3,268,180,515
,665008,73,9,3,146,169,498
,671001,73,9,3,1402,842,2047
,671002,73,9,3,256,261,583
,671003,73,9,3,75,128,508
,671004,73,9,3,78,171,541
,671005,73,9,3,109,147,587
,671006,73,9,3,85,178,630
,671007,73,9,3,310,331,847
,706001,66,8,3,939,1090,2466
,706002,66,8,3,243,451,1117
,706003,66,8,3,173,264,615
,706004,66,8,3,285,295,965
,706005,66,8,3,399,420,1312
,706006,66,8,3,565,616,2237
,706007,66,8,3,205,337,1038
,706008,66,8,3,502,715,2299
,707001,66,8,3,1402,1036,2540
,707002,66,8,3,0,0,0
,707003,66,8,3,169,278,725
,707004,66,8,3,1325,809,1641
,707005,66,8,3,329,470,1104
,707006,66,8,3,168,231,618
,707007,66,8,3,314,359,855
,707008,66,8,3,236,253,715
,707009,66,8,3,300,377,1205
,707010,66,8,3,114,228,504
,710001,69,8,3,462,404,1591
,710002,69,8,3,302,305,1067
,710003,69,8,3,56,113,685
,710004,69,8,3,770,712,2063
,710005,69,8,3,62,134,632
,710006,69,8,3,333,347,1340
,710007,69,8,3,248,295,1233
,710008,69,8,3,63,108,528
,710009,69,8,3,260,392,1178
,710010,69,8,3,209,304,1099
,710011,69,8,3,94,167,607
,710012,69,8,3,95,150,904
,710013,69,8,3,69,101,362
,710014,69,8,3,29,81,364
,727001,70,8,3,1621,1201,3493
,727002,70,8,3,13,29,141
,727003,70,8,3,48,145,542
,727004,70,8,3,42,101,398
,727005,70,8,3,115,166,621
,727006,70,8,3,57,93,320
,727007,70,8,3,39,102,412
,727008,70,8,3,52,100,374
,727009,70,8,3,0,0,0
,727010,70,8,3,0,0,0
,730001,68,8,3,329,288,846
,730002,68,8,3,92,200,901
,730004,68,8,3,25,81,262
,730005,67,8,3,139,149,441
,730006,67,8,3,81,136,323
,730007,67,8,3,124,139,404
,730008,67,8,3,172,206,773
,730009,67,8,3,52,106,496
,730010,67,8,3,83,144,411
,730011,67,8,3,520.81,401.01,1378.28
,730012,67,8,3,111,178,902
,730013,67,8,3,151,248,1274
,730014,67,8,3,115,195,804
,730015,67,8,3,41,54,276
,730016,68,8,3,85,96,326
,730017,68,8,3,83,130,375
,730021,68,8,3,89,176,773
,730024,68,8,3,1659.19,798.99,976.72
,730025,68,8,3,976,547,763
,730026,67,8,3,1036,714,1338
,730027,67,8,3,1267,640,1115
,730028,68,8,3,1650,649,784
,730029,67,8,3,1212,733,1633
,730030,67,8,3,946,463,813
,730031,68,8,3,782,725,2229
,730032,68,8,3,646,464,1065
,730033,68,8,3,227,225,593
,730034,68,8,3,108,176,1105
,730036,68,8,3,214,293,1283
,730037,68,8,3,42,84,299
,740001,77,9,3,201,346,964
,740002,77,9,3,161,212,891
,740003,77,9,3,119,204,602
,740004,77,9,3,109,163,584
,740005,77,9,3,53,113,386
,740006,77,9,3,585,497,2013
,740007,77,9,3,646,607,1540
,740008,77,9,3,89,104,358
,740009,77,9,3,38,103,407
,740010,77,9,3,79,132,439
,740011,77,9,3,118,154,563
,740012,77,9,3,24,65,297
,740013,77,9,3,189,279,1296
,740014,77,9,3,55,76,323
,740015,77,9,3,68,103,514
,740016,77,9,3,180,244,853
,740017,77,9,3,66,115,383
,740018,77,9,3,56,105,562
,740021,78,9,3,162,262,1399
,740022,78,9,3,122,203,620
,740023,78,9,3,136,248,1530
,740024,78,9,3,21,83,358
,740025,78,9,3,27,55,140
,740026,78,9,3,556,363,575
,740027,78,9,3,185,274,1011
,740028,78,9,3,716,540,1022
,740029,78,9,3,1152,706,1683
,740030,78,9,3,247,277,1075
,740031,78,9,3,2115,1251,2034
,740032,78,9,3,171,257,1015
,741001,70,8,3,458,408,866
,741002,70,8,3,55,83,107
,746001,70,8,3,85,169,694
,746002,70,8,3,372,471,1765
,746003,70,8,3,73,107,575
,746004,70,8,3,553,529,2590
,746005,70,8,3,145,251,1058
,746006,70,8,3,1436,1029,2452
,746007,70,8,3,576,470,1969
,746008,70,8,3,495,481,2116
,746009,70,8,3,161,294,1521
,746010,70,8,3,160,259,1405
,746011,70,8,3,49,132,650
,746012,70,8,3,58,116,686
,751001,62,8,3,5094,1642,2507
,751002,62,8,3,2981,900,855
,751003,62,8,3,1484,802,2008
,751004,62,8,3,997,449,1311
,751006,62,8,3,974,772,2738
,751007,62,8,3,1183,496,1650
,751008,63,8,3,3442,1237,2300
,751009,62,8,3,400,336,1297
,751010,65,8,3,3098.49,633.09,1172.74
,751011,62,8,3,395,452,1545
,751012,62,8,3,272,317,1624
,751013,62,8,3,289,339,1661
,751014,62,8,3,1009.85,206.89,391.02
,751016,63,8,3,20,52,233
,751018,63,8,3,619,514,2037
,751019,63,8,3,422,390,1415
,751020,65,8,3,2003.86,396.83,557.04
,751021,65,8,3,4565.80,904.19,1269.21
,751022,64,8,3,660,304,1005
,751023,64,8,3,1894,569,1969
,751024,64,8,3,656,649,2185
,751025,63,8,3,1863,507,1377
,751026,63,8,3,1249,346,1390
,751027,63,8,3,2888,592,816
,751028,63,8,3,1407,714,2218
,751030,63,8,3,281,292,1342
,751031,63,8,3,10,55,206
,751033,63,8,3,259,294,1127
,751041,65,8,3,3093,615,977
,751042,64,8,3,4213,1171,1813
,751043,64,8,3,2990,778,981
,751044,64,8,3,225,115,371
,751045,64,8,3,673,620,2853
,751047,65,8,3,941,826,3235
,751048,65,8,3,343,282,1029
,751049,65,8,3,470,492,1389
,751050,65,8,3,298,433,1572
,751051,65,8,3,649,608,2566
,751053,64,8,3,309,263,931
,751055,64,8,3,66,84,323
,751056,64,8,3,75,137,576
,751061,65,8,3,4271,1172,1776
,751062,63,8,3,801,309,862
,751063,63,8,3,3334,783,2169
,751064,63,8,3,1643,591,1569
,751065,65,8,3,1116,738,2136
,751066,62,8,3,818,590,1591
,751067,64,8,3,2011,441,924
,751068,64,8,3,728,276,721
,756001,79,9,3,180,257,685
,756002,79,9,3,52,87,328
,756003,79,9,3,193,255,673
,756004,79,9,3,82,86,294
,756005,79,9,3,828,785,2315
,756006,79,9,3,41,69,277
,756007,79,9,3,1698,1430,4528
,756008,79,9,3,31,83,314
,756009,79,9,3,237,330,1026
,756010,79,9,3,153,220,892
,760001,83,9,3,502.12,553.71,1465.59
,760002,83,9,3,64,140,406
,760004,83,9,3,82.21,103.41,293.87
,760007,83,9,3,136.67,242.89,652.54
,760010,83,9,3,269,327,947
,760012,83,9,3,38,128,366
,760014,83,9,3,1146,985,2467
,760016,83,9,3,65,137,442
,760021,83,9,3,175,192,617
,760022,83,9,3,142,258,663
,760024,83,9,3,942,837,2131
,760025,83,9,3,83,124,371
,760027,83,9,3,120,198,722
,760028,83,9,3,62,95,363
,760030,83,9,3,435,529,1380
,760032,83,9,3,95,122,388
,760033,83,9,3,101,182,744
,760035,83,9,3,232,319,1108
,766001,72,8,3,613,627,2482
,766002,72,8,3,334,340,1211
,766003,72,8,3,79,126,628
,766004,72,8,3,71,123,481
,766005,72,8,3,20,50,179
,766006,72,8,3,25,84,434
,766007,72,8,3,489,573,1470
,766010,72,8,3,72,143,511
,766011,72,8,3,56,108,439
,766012,72,8,3,247,176,507
,766013,72,8,3,81,161,525
,766014,72,8,3,85,122,442
,766015,72,8,3,93,222,698
,766017,72,8,3,141,213,805
,766020,72,8,3,78,134,577
,766021,72,8,3,281,348,848
,766022,72,8,3,125,137,459
,766023,72,8,3,71,98,373
,766024,72,8,3,37,63,315
,773001,87,10,3,105,179,383
,773002,87,10,3,236.03,409.68,1292.19
,773003,87,10,3,167.71,227.06,774.76
,773004,87,10,3,121,223,580
,773005,87,10,3,1615.27,1160.26,2462.05
,779020,74,9,3,58,112,237
,779021,74,9,3,3381,2477,5530
,779022,74,9,3,270,462,1631
,779023,74,9,3,213,293,1074
,779024,74,9,3,233,393,1104
,779025,74,9,3,286,364,926
,779026,74,9,3,313,354,1113
,779027,74,9,3,231,302,933
,787001,87,10,3,2158.92,1473.64,3766.69
,787002,87,10,3,271.22,348.36,1000.83
,787003,87,10,3,494.78,478.49,1152.39
,787004,87,10,3,308.61,280.07,797.54
,787005,87,10,3,209.92,233.27,887.16
,787006,87,10,3,73,109,332
,787007,87,10,3,150.55,220.47,532.35
,787008,87,10,3,165.65,206.59,537.78
,787009,87,10,3,79.28,107.82,520.81
,787010,87,10,3,130,105,359
,787011,87,10,3,78.59,88.90,282.15
,787012,87,10,3,197.02,223.45,622.48
,787013,87,10,3,102.45,113.93,323.83
,787014,87,10,3,66,62,398
,787015,87,10,3,91,100,277
,791001,75,9,3,243,346,912
,791002,75,9,3,85,263,1046
,791003,75,9,3,334,420,925
,791004,75,9,3,151,317,1037
,791005,75,9,3,115,185,712
,791006,75,9,3,250,303,952
,791007,75,9,3,112,196,667
,791008,75,9,3,5274,3182,6873
,791009,76,9,3,941,944,2777
,791011,76,9,3,134,216,692
,791012,76,9,3,321,419,1341
,791013,76,9,3,1050,1147,3669
,791014,76,9,3,178,267,1074
,791015,76,9,3,208,279,989
,791016,76,9,3,252,338,1097
,791017,76,9,3,212,283,940
,810001,86,10,3,64,100,233
,810002,86,10,3,209,218,477
,810003,86,10,3,409,487,1419
,810004,86,10,3,78,124,389
,810005,86,10,3,309,330,1342
,810006,86,10,3,81,175,590
,810010,86,10,3,1762,1257,3377
,810034,86,10,3,36,40,202
,810040,86,10,3,46,94,370
,810050,86,10,3,80,126,462
,810056,86,10,3,43,52,194
,810070,86,10,3,180,217,690
,810080,86,10,3,42,67,258
,813001,84,10,3,1376,838,2037
,813002,84,10,3,189,200,519
,813003,84,10,3,63,102,270
,813004,84,10,3,66,121,519
,813005,84,10,3,208,185,740
,813006,84,10,3,4284,2503,5757
,813007,84,10,3,97,139,572
,813008,84,10,3,43,152,632
,813009,84,10,3,1028,1007,2801
,813010,84,10,3,132,101,301
,813011,84,10,3,48,76,238
,813012,84,10,3,51,78,216
,813013,84,10,3,106,206,572
,813014,84,10,3,45,69,205
,813015,84,10,3,201,213,637
,820001,88,10,3,419,438,1059
,820002,88,10,3,472,507,1351
,820003,88,10,3,43,67,232
,820004,88,10,3,1014,930,2567
,820005,88,10,3,152,143,471
,820006,88,10,3,40,93,336
,820007,88,10,3,169,191,511
,820008,88,10,3,129,203,492
,820009,88,10,3,73,97,331
,820010,88,10,3,653,587,1324
,820011,88,10,3,198,201,469
,820012,88,10,3,70,109,407
,820013,88,10,3,72,108,288
,820014,88,10,3,37,69,247
,825015,84,10,3,311,242,447
,840001,88,10,3,533,664,2818
,840002,88,10,3,331,339,1177
,840003,88,10,3,177,223,657
,840004,88,10,3,160,238,814
,840005,88,10,3,196,276,820
,840006,88,10,3,89,129,384
,840007,88,10,3,52,117,612
,840008,88,10,3,97,176,452
,840009,88,10,3,45,91,266
,840010,88,10,3,69,148,448
,840011,88,10,3,26,53,217
,846002,89,10,3,149,264,664
,846003,89,10,3,429,398,1117
,846004,89,10,3,378,349,1042
,846008,89,10,3,90,188,649
,846009,89,10,3,108,212,680
,846011,89,10,3,787,670,1874
,846014,89,10,3,89,116,305
,846018,89,10,3,232,335,688
,846020,89,10,3,106,243,1085
,846022,89,10,3,114,200,642
,846027,89,10,3,1616,1229,2827
,849001,86,10,3,527,463,1808
,849002,86,10,3,104,131,576
,849003,86,10,3,65,96,510
,849004,86,10,3,98,104,364
,849005,86,10,3,52,96,370
,849006,86,10,3,56,91,187
,849007,86,10,3,47,68,157
,849008,86,10,3,466,275,768
,849009,86,10,3,82,142,403
,849010,86,10,3,37,58,192
,849011,86,10,3,67,121,319
,849012,86,10,3,114,162,438
,849013,86,10,3,540,480,1098
,849014,86,10,3,94,133,386
,849015,86,10,3,33,80,313
,849016,86,10,3,59,117,338
,849018,86,10,3,551,578,1710
,849020,86,10,3,116,262,505
,849021,86,10,3,128,148,348
,851003,92,10,3,1810.68,821.35,1536.52
,851004,92,10,3,1412.32,640.65,1198.48
,851005,92,10,3,2024,1202,2418
,851007,92,10,3,187,237,865
,851009,92,10,3,186.80,206.72,927.79
,851010,92,10,3,235.20,260.28,1168.21
,851011,92,10,3,634,620,2040
,851012,92,10,3,1563.75,314.01,456.81
,851014,91,10,3,1687,629,657
,851015,91,10,3,3326,888,840
,851016,92,10,3,4163.25,835.99,1216.19
,851017,91,10,3,1384,832,1961
,851018,91,10,3,771,511,1433
,851019,91,10,3,722.93,702.07,2368.47
,851020,91,10,3,421.07,408.93,1379.53
,851022,91,10,3,137,336,1728
,851024,91,10,3,552,548,2103
,851027,90,10,3,3166.20,897.88,1255.11
,851028,90,10,3,2662.18,759.43,903.00
,851029,90,10,3,2151.18,867.84,1984.64
,851030,90,10,3,1682.86,451.89,969.35
,851031,90,10,3,1243,553,1978
,851032,90,10,3,423,335,1154
,851033,90,10,3,181,228,1511
,851034,90,10,3,381.02,453.41,2029.21
,851035,90,10,3,354,432,1723
,851036,90,10,3,1346.56,544.55,1249.68
,851038,91,10,3,83,203,1018
,851040,90,10,3,2180,676,1561
,851043,92,10,3,349,409,1738
,851044,92,10,3,479,515,1341
,851046,92,10,3,102,137,413
,851047,91,10,3,549,567,1879
,851052,91,10,3,110,183,640
,851056,90,10,3,195,197,571
,851058,90,10,3,195,297,720
,851061,90,10,3,283,359,1514
,860001,85,10,3,80,144,546
,860003,85,10,3,952,634,1410
,860004,85,10,3,1810,851,1316
,860006,85,10,3,98,167,534
,860007,85,10,3,164,178,460
,860008,85,10,3,144,209,449
,860011,85,10,3,277,338,951
,860012,85,10,3,80,147,561
,860013,85,10,3,64,153,513
,860014,85,10,3,85,209,471
,860015,85,10,3,515,559,1885
,860016,85,10,3,543,611,1942
,860018,85,10,3,817,637,1643
,860019,85,10,3,420,384,1159
,860020,85,10,3,60,93,351
,860021,85,10,3,322,314,791
,860022,85,10,3,428,321,977
,860023,85,10,3,58,86,361
,860026,85,10,3,101,142,331
,860027,85,10,3,41,78,320
,860028,85,10,3,82,128,464
