ValgstedId,Opførelsesår_Antal_personer_1940-1959,Opførelsesår_Antal_personer_1960-1969,Opførelsesår_Antal_personer_1970-1979,Opførelsesår_Antal_personer_1980-1989,Opførelsesår_Antal_personer_1990-1999,Opførelsesår_Antal_personer_2000-2009,Opførelsesår_Antal_personer_2010-9999,Opførelsesår_Antal_personer_Før 1940
657026,92,997,2465,424,163,794,989,226
657027,252,321,1257,543,305,630,387,752
657028,83,30,74,49,27,44,39,152
657029,182,185,472,110,59,166,68,474
657030,204,155,250,105,40,62,17,370
661001,4402,3073,1954,1271,842,892,729,4588
661002,207,772,1173,480,148,1160,1194,422
661003,322,256,324,142,78,152,122,892
661004,153,395,477,379,551,1276,1140,391
661005,203,3143,5459,2075,1680,721,685,212
661006,584,616,1125,432,248,429,171,2062
661007,286,192,349,115,46,87,51,866
661008,282,339,711,232,266,263,127,1177
661009,215,227,406,118,76,123,17,764
661010,107,121,266,92,47,69,29,323
665001,936,1136,1565,685,226,423,91,1695
665002,332,247,417,86,117,111,48,1170
665003,158,124,568,74,164,137,53,801
665004,246,230,317,146,13,54,27,911
665005,171,126,162,93,50,49,9,637
665006,246,106,188,100,16,45,38,690
665007,307,301,681,298,73,71,36,198
665008,213,316,532,194,51,50,38,329
671001,1038,1638,1569,839,394,424,381,1997
671002,213,597,535,386,49,75,89,236
671003,104,135,400,147,55,110,73,672
671004,84,215,429,116,42,171,39,666
671005,168,177,440,134,430,373,73,94
671006,244,200,572,97,76,81,63,853
671007,254,259,506,183,74,173,41,1553
706001,422,1278,2040,1140,671,1234,399,1463
706002,236,418,417,273,137,328,174,1800
706003,180,268,291,119,44,135,51,1142
706004,252,244,542,336,146,261,178,1499
706005,643,423,845,459,157,552,220,1527
706006,501,910,1191,1099,628,801,1137,1735
706007,301,505,400,257,158,218,249,1614
706008,614,783,1641,733,543,1112,882,1991
707001,1014,1450,1343,1193,625,476,492,3335
707002,0,0,0,0,0,0,0,0
707003,242,195,278,118,35,88,46,1525
707004,813,2639,1272,502,194,302,377,770
707005,280,363,715,309,171,270,161,1536
707006,263,217,201,138,67,137,48,1077
707007,323,240,442,234,159,183,84,1439
707008,257,273,497,304,49,178,41,925
707009,461,313,784,406,194,452,325,1445
707010,164,147,314,180,88,101,63,747
710001,441,891,1010,970,357,726,283,1110
710002,190,426,927,137,433,485,262,1016
710003,96,303,537,96,48,447,199,705
710004,553,1021,1715,690,654,1200,497,1338
710005,283,195,158,67,35,163,65,1150
710006,139,531,911,666,336,600,671,1022
710007,68,523,1260,525,638,568,458,361
710008,114,225,269,88,136,172,256,574
710009,342,416,571,356,175,363,86,1743
710010,304,328,494,203,140,444,132,1739
710011,221,188,208,112,53,107,35,1119
710012,28,449,927,113,315,662,404,179
710013,125,87,184,88,53,70,29,602
710014,72,103,110,50,81,214,89,494
727001,1060,1463,2476,1373,1017,1636,1368,3087
727002,49,19,15,4,4,18,13,373
727003,131,279,343,103,153,211,107,414
727004,83,157,72,63,26,152,38,765
727005,97,164,208,151,215,297,268,614
727006,82,50,98,48,56,45,31,744
727007,91,183,136,65,34,73,51,711
727008,101,123,99,64,28,78,21,746
727009,0,0,0,0,0,0,0,0
727010,0,0,0,0,0,0,0,0
730001,396,363,485,253,61,228,237,1114
730002,142,461,513,324,70,394,633,535
730004,59,128,86,22,17,41,17,507
730005,118,126,242,108,34,39,35,879
730006,103,83,128,90,16,18,20,673
730007,89,126,217,126,47,170,16,644
730008,116,239,535,149,204,273,228,937
730009,63,263,396,68,50,86,29,632
730010,93,85,217,86,32,71,12,809
730011,571.31,990.14,534.68,617.85,348.53,507.94,504.97,972.32
730012,107,342,393,221,210,526,568,566
730013,190,643,599,607,326,773,432,687
730014,71,369,1076,215,174,235,133,392
730015,69,94,157,34,20,67,29,440
730016,124,101,205,62,25,84,43,494
730017,128,147,332,98,53,84,18,445
730021,162,210,517,186,86,219,117,960
730024,952.69,370.86,19.32,116.15,38.47,610.06,252.03,2930.68
730025,699,376,94,26,55,73,7,2548
730026,1365,1080,2377,482,67,19,172,151
730027,1388,2464,946,123,23,131,228,623
730028,501,329,24,226,115,57,28,3665
730029,1211,978,2920,506,120,208,66,1049
730030,1511,915,540,288,46,91,25,564
730031,1176,1769,1884,430,172,420,426,1776
730032,795,1356,750,134,97,49,91,939
730033,40,94,43,232,320,489,372,560
730034,19,202,665,1083,375,442,548,277
730036,177,575,884,374,214,896,505,760
730037,70,54,148,39,34,56,11,574
740001,356,380,549,249,139,327,302,1044
740002,303,428,288,280,244,238,903,437
740003,215,252,395,183,88,155,61,859
740004,199,187,385,130,57,346,100,749
740005,98,90,95,129,78,243,73,549
740006,170,809,1556,1501,230,1705,1356,203
740007,497,728,1069,494,409,792,278,1515
740008,117,126,116,95,54,218,99,416
740009,105,149,142,29,46,84,55,759
740010,144,144,133,153,68,71,46,711
740011,149,605,260,118,232,181,182,214
740012,70,138,47,54,43,169,32,411
740013,406,821,942,419,411,462,700,299
740014,60,83,104,23,16,78,37,694
740015,161,130,220,78,46,393,123,635
740016,398,384,395,183,108,138,67,1284
740017,176,116,142,77,40,64,27,688
740018,104,89,310,162,156,448,375,400
740021,80,848,1975,258,325,188,698,166
740022,206,158,520,175,95,272,63,682
740023,133,427,1110,281,821,1520,837,221
740024,55,77,170,145,106,319,59,268
740025,39,74,89,10,27,44,27,181
740026,758,815,29,4,0,479,318,107
740027,306,298,575,492,196,309,843,282
740028,1544,507,590,287,299,216,41,829
740029,815,2368,2407,340,388,302,207,493
740030,207,189,940,534,241,690,160,816
740031,1520,488,156,497,465,452,829,4970
740032,300,922,648,281,558,317,277,224
741001,306,155,337,124,64,179,46,2037
741002,29,18,50,23,18,25,5,241
746001,137,148,254,87,76,366,90,1181
746002,244,774,1547,787,666,490,854,818
746003,159,140,249,161,116,272,328,641
746004,197,1093,2583,763,857,1333,1505,900
746005,283,356,534,213,232,555,240,1241
746006,1248,1439,1460,733,402,1098,669,2828
746007,123,640,2623,456,747,1787,567,338
746008,733,870,1148,827,483,992,1161,1442
746009,95,441,1651,245,242,769,906,884
746010,203,788,1205,409,269,331,701,770
746011,94,138,562,82,99,351,128,737
746012,84,281,408,198,71,235,209,808
751001,1037,850,0,34,137,42,69,14353
751002,1872,1982,140,0,100,0,0,3455
751003,1160,2881,1143,1389,657,978,212,354
751004,2579,1428,224,146,59,110,312,1034
751006,80,824,3644,1196,967,812,1914,618
751007,2454,2442,251,153,67,74,192,1744
751008,2739,2357,2121,893,622,1177,1326,1765
751009,136,842,1218,1022,418,423,254,432
751010,188.97,19.12,27.97,252.32,188.90,453.27,3488.07,4747.84
751011,340,606,859,397,488,602,1352,915
751012,116,495,1107,727,375,1349,989,608
751013,167,876,623,539,319,686,1407,1274
751014,64.08,0,7.32,81.08,59.63,151.18,1203.66,1497.38
751016,52,60,45,41,68,92,81,398
751018,154,447,1403,1458,643,846,1863,572
751019,72,532,632,731,935,407,1825,190
751020,65.26,154.91,59.08,189.60,166.38,214.29,726.94,4214.66
751021,148.69,352.97,134.62,432.00,379.09,488.26,1656.33,9603.12
751022,936,750,663,113,85,83,200,1642
751023,1857,1046,3343,501,586,1063,1033,570
751024,659,2235,1278,531,372,1370,546,1353
751025,1190,2230,5081,53,100,126,201,193
751026,30,206,4330,1338,464,55,19,276
751027,1137,32,0,14,196,1307,2722,2026
751028,192,1002,2671,816,954,1970,1443,765
751030,181,1015,756,263,419,905,418,906
751031,49,52,50,22,62,46,23,398
751033,108,534,301,309,564,743,1029,585
751041,710,720,65,7,73,17,195,6771
751042,2704,1906,160,141,81,210,485,7319
751043,4659,904,278,612,376,200,289,594
751044,63,86,150,158,189,238,384,513
751045,2401,2159,1140,696,456,228,805,2572
751047,189,1503,3594,1686,1237,2022,1415,472
751048,101,499,434,567,454,600,940,426
751049,101,1898,1365,429,199,248,641,323
751050,157,1013,1253,374,1013,681,530,444
751051,380,1349,1847,452,730,1702,2473,652
751053,124,181,1211,466,95,454,578,542
751055,37,153,190,11,86,259,120,289
751056,138,339,168,251,24,104,257,805
751061,377,1621,1922,2929,1621,1166,2141,298
751062,2,2193,2448,0,0,36,263,13
751063,2653,2530,4512,1626,437,187,546,660
751064,1900,1567,328,176,91,180,1149,2533
751065,772,1558,1474,2060,753,869,1102,180
751066,492,686,1083,1452,1270,328,564,437
751067,1661,1073,646,55,136,651,477,1719
751068,3019,461,2,1,5,18,99,0
756001,290,254,443,223,115,198,153,731
756002,189,84,145,54,51,105,63,458
756003,273,449,516,296,46,143,81,560
756004,143,81,144,70,18,52,20,525
756005,1050,1272,1538,650,668,1020,808,1769
756006,142,119,143,66,16,30,12,409
756007,1904,2947,4410,2069,1428,1568,1153,1435
756008,89,168,227,90,57,106,101,295
756009,347,539,764,459,101,238,191,987
756010,296,287,665,432,71,283,186,791
760001,697.73,944.39,1133.54,480.34,281.63,260.54,121.42,1442.44
760002,103,120,244,140,71,157,48,422
760004,217.01,124.25,157.28,77.21,42.46,39.72,22.76,372.77
760007,424.26,187.36,270.18,102.46,92.90,91.74,66.82,1099.79
760010,371,497,1009,569,221,241,174,286
760012,70,141,259,116,225,214,58,189
760014,769,1331,1869,1227,459,1248,891,1732
760016,212,97,192,141,69,69,44,714
760021,318,293,477,193,147,145,45,541
760022,317,222,414,158,120,119,100,979
760024,1023,1252,1567,974,511,795,537,1515
760025,239,133,161,85,31,53,45,623
760027,388,266,306,108,110,55,51,1367
760028,120,105,183,75,57,84,32,574
760030,591,627,1458,505,382,532,241,616
760032,271,118,254,99,41,42,21,523
760033,272,247,639,200,69,143,79,903
760035,437,461,690,267,203,283,207,1400
766001,398,900,1141,1138,1145,1746,1197,1143
766002,272,747,1395,441,239,423,184,656
766003,107,208,370,179,95,222,107,892
766004,67,165,317,142,97,295,106,491
766005,55,56,88,65,18,35,26,289
766006,36,154,483,74,94,135,52,378
766007,398,804,870,469,384,622,311,1080
766010,163,179,275,86,50,76,30,856
766011,83,148,196,63,67,185,40,765
766012,108,174,299,242,172,273,112,540
766013,139,139,151,75,39,195,128,970
766014,198,135,123,27,34,65,21,907
766015,239,258,291,124,111,224,156,870
766017,153,271,329,178,88,260,89,1420
766020,99,145,458,180,88,206,185,591
766021,248,274,475,306,234,347,317,953
766022,93,137,313,153,96,213,87,581
766023,118,76,121,69,14,119,63,761
766024,95,97,258,46,74,100,33,309
773001,172,113,176,58,10,31,18,784
773002,631.33,438.54,599.00,294.04,96.57,134.26,67,2121.73
773003,319.88,245.33,346.32,158.85,48.59,85.99,77.44,1342.86
773004,276,183,211,70,24,91,11,1120
773005,1335.79,1362.13,1870.68,1082.11,280.83,537.75,262.56,3159.41
779020,71,78,84,68,21,25,20,400
779021,3384,3881,4673,1735,1347,1286,745,5074
779022,611,909,921,294,270,428,280,1736
779023,366,381,790,297,163,227,141,1237
779024,341,325,684,255,79,192,63,1777
779025,402,364,849,374,188,172,55,859
779026,408,342,937,272,104,168,88,1443
779027,306,255,566,215,68,130,68,1559
787001,1809.74,2935.76,2727.61,1155.96,585.56,932.46,684.50,4225.65
787002,509.77,363.66,448.73,249.12,77.86,147.86,126.29,1546.69
787003,631.96,404.42,825.26,292.67,128.67,259.64,92.42,1609.18
787004,76.20,873.18,796.88,509.80,113.58,78.96,59.24,457.70
787005,294.57,294.43,391.81,157.07,65.14,129.16,112.97,1631.23
787006,114,90,97,90,14,64,39,593
787007,153.81,163.49,339.55,125.57,25.99,48.56,17.45,994.32
787008,186.88,180.20,273.80,83.77,40.85,37.54,38.76,1114.93
787009,169.51,231.17,348.34,176.98,44.03,60.44,55.22,607.04
787010,182,81,250,128,24,56,57,541
787011,80.49,127.35,185.07,93.68,41.22,70.10,21.65,323.02
787012,273.35,178.89,303.39,175.98,49.49,88.26,77.37,1049.57
787013,161.71,119.45,202.55,94.40,51.62,38.01,13.13,512.67
787014,64,80,332,148,54,136,103,368
787015,70,96,141,123,95,114,115,300
791001,370,442,661,284,155,337,195,836
791002,311,392,651,208,225,489,258,988
791003,897,550,751,229,94,316,154,421
791004,258,378,603,242,142,421,333,1186
791005,248,296,548,138,66,127,62,948
791006,371,315,701,334,197,462,97,978
791007,227,224,550,142,46,147,68,876
791008,5110,5465,4104,1359,2075,2978,2134,6912
791009,1222,1465,1672,1116,801,740,389,2598
791011,271,181,313,113,75,129,88,1228
791012,522,429,786,385,170,360,299,1769
791013,522,1283,3340,2057,1097,2147,1612,1405
791014,276,242,550,280,99,648,279,1307
791015,311,422,619,299,141,145,131,1500
791016,361,424,730,316,172,373,151,1238
791017,245,271,604,319,222,253,146,1181
810001,102,78,131,47,15,24,10,455
810002,261,174,333,107,28,93,57,686
810003,551,436,1097,456,186,552,294,1492
810004,178,133,174,68,14,50,15,683
810005,294,427,1133,482,222,661,597,862
810006,241,197,337,113,30,92,16,934
810010,1861,2140,2779,1239,541,1271,793,2497
810034,80,83,65,38,2,54,18,383
810040,123,93,124,57,18,54,37,758
810050,144,128,237,133,40,106,65,769
810056,93,59,43,31,10,16,21,388
810070,270,212,275,125,47,136,56,1266
810080,54,127,122,61,14,80,15,435
813001,1720,1632,1839,1005,409,453,217,724
813002,170,246,458,187,81,178,46,387
813003,176,119,202,81,6,30,12,244
813004,97,444,480,126,31,78,58,333
813005,313,555,449,424,128,164,134,323
813006,4686,4387,4730,2897,568,1237,877,4494
813007,205,159,404,209,49,28,40,753
813008,83,341,640,278,74,152,133,271
813009,1002,1585,2339,1155,537,933,534,1562
813010,169,121,136,42,13,18,25,575
813011,124,40,115,46,5,21,7,443
813012,115,51,59,38,14,16,13,466
813013,244,155,267,129,23,106,53,948
813014,101,79,85,41,4,10,15,331
813015,355,193,344,196,77,134,81,910
820001,500,406,701,527,162,168,174,1347
820002,485,490,1372,412,233,250,154,1575
820003,100,76,100,26,16,30,10,403
820004,844,1202,2111,1317,608,1020,764,1640
820005,181,148,193,106,64,111,38,733
820006,148,113,106,48,10,19,28,669
820007,279,251,201,130,30,47,23,904
820008,218,138,221,143,57,68,46,944
820009,145,122,164,103,15,71,9,545
820010,513,755,791,386,256,361,199,1629
820011,213,337,259,82,9,42,22,865
820012,130,123,123,39,26,41,19,849
820013,157,101,151,21,17,46,13,519
820014,95,81,79,28,16,48,22,452
825015,162,192,329,149,56,109,27,762
840001,453,987,2091,979,629,1480,2032,1056
840002,475,530,794,427,336,510,273,948
840003,235,217,694,144,65,125,130,652
840004,434,256,339,253,76,159,115,1155
840005,324,306,357,261,121,183,53,1383
840006,158,89,148,107,77,116,81,595
840007,151,189,628,176,55,95,126,573
840008,213,101,172,84,45,48,17,857
840009,117,60,86,37,10,36,23,571
840010,176,105,247,68,32,44,33,838
840011,78,48,43,11,7,25,13,467
846002,165,221,532,121,92,178,45,927
846003,444,338,539,354,285,385,216,1474
846004,506,212,723,446,181,418,168,1073
846008,194,165,403,165,131,277,169,810
846009,293,208,321,151,40,130,72,1117
846011,917,713,1399,834,203,410,334,1894
846014,112,54,93,64,17,48,12,670
846018,333,170,377,264,77,230,112,836
846020,283,405,603,306,161,380,191,1242
846022,244,230,250,122,71,324,55,898
846027,1427,1579,1610,1312,469,1164,888,2724
849001,329,1213,1220,489,477,958,1061,790
849002,77,430,655,135,27,105,90,408
849003,82,392,339,90,52,181,268,313
849004,198,131,208,88,30,48,26,484
849005,48,178,205,85,37,99,64,461
849006,68,74,75,68,17,30,17,321
849007,53,27,100,19,8,28,21,298
849008,333,430,630,264,226,243,121,794
849009,222,166,385,62,27,43,14,452
849010,64,32,174,39,5,9,20,290
849011,160,84,130,49,56,94,59,467
849012,135,122,286,63,35,48,36,839
849013,417,513,821,670,290,355,94,1054
849014,196,115,188,114,19,44,27,620
849015,98,81,138,24,12,17,29,693
849016,137,90,84,37,17,44,30,783
849018,626,725,1478,810,331,383,167,1630
849020,144,142,286,211,91,272,206,212
849021,177,110,206,90,58,60,47,508
851003,1755.06,882.02,260.67,152.81,339.33,752.81,1042.14,2046.07
851004,1368.94,687.98,203.33,119.19,264.67,587.19,812.86,1595.93
851005,1830,1891,3550,1314,112,140,433,1573
851007,296,703,781,52,181,193,142,595
851009,232.39,604.65,713.55,300.56,105.79,321.36,157.14,713.55
851010,292.61,761.35,898.45,378.44,133.21,404.64,197.86,898.45
851011,597,1687,1649,962,197,473,522,1236
851012,195.50,63.07,74.00,62.53,118.78,108.13,566.30,2780.45
851014,2025,96,8,89,56,433,121,1670
851015,372,0,20,152,591,461,168,5712
851016,520.50,167.93,197.00,166.47,316.22,287.87,1507.70,7402.55
851017,2675,1922,905,157,65,211,331,2141
851018,634,1479,1855,450,202,166,491,387
851019,969.38,1344.11,1512.20,1177.28,601.60,734.30,846.78,1293.56
851020,564.62,782.89,880.80,685.72,350.40,427.70,493.22,753.44
851022,336,750,1622,300,187,782,713,1020
851024,294,1537,1483,1238,369,923,914,768
851027,2819.40,320.25,167.98,165.67,124.20,304.58,2002.20,2562.21
851028,2467.12,66.06,28.09,43.69,74.38,270.48,1465.29,2195.60
851029,820.59,2934.64,1229.96,927.79,758.16,1262.64,1363.04,343.84
851030,1348.45,478.55,294.77,276.75,92.25,57.66,1584.12,1362.86
851031,1510,2776,1391,382,122,100,339,1639
851032,139,478,1505,297,174,643,270,909
851033,189,1029,1582,399,192,470,687,411
851034,433.52,1808.87,1478.76,1780.24,292.73,560.80,307.84,207.61
851035,401,1126,1023,1188,375,259,287,1157
851036,514.92,1842.63,775.44,587.86,475.27,791.84,853.50,215.87
851038,224,739,883,286,116,123,45,827
851040,33,0,5163,2172,77,442,491,22
851043,499,441,1598,554,215,512,243,1776
851044,379,542,894,524,263,582,240,1069
851046,175,118,196,125,40,84,29,658
851047,586,769,948,606,478,1146,458,1746
851052,296,243,312,123,81,147,71,893
851056,271,194,447,167,66,158,19,769
851058,296,259,564,271,57,232,63,752
851061,280,606,1136,658,262,827,208,1293
860001,91,315,506,196,42,58,44,468
860003,1387,1580,1087,785,175,213,125,401
860004,1820,658,236,283,206,162,440,3017
860006,161,262,296,240,44,169,126,453
860007,223,215,268,133,104,47,46,634
860008,143,118,205,147,55,106,45,730
860011,399,319,503,270,80,179,120,1481
860012,186,99,254,77,23,87,19,1071
860013,176,211,299,74,25,99,97,708
860014,110,129,227,129,59,145,83,712
860015,601,1403,1954,920,362,620,277,552
860016,1215,1184,2505,384,185,316,224,883
860018,508,942,2327,659,325,407,434,822
860019,552,396,726,291,125,255,88,1865
860020,148,91,200,52,38,61,32,508
860021,225,243,429,227,127,308,148,1115
860022,271,370,964,490,121,268,130,948
860023,176,85,160,116,21,139,32,447
860026,179,91,163,49,24,45,20,636
860027,100,72,158,67,6,27,24,570
860028,213,135,214,109,36,40,29,764
